规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
webgpu	dictionary	GPUTextureViewDescriptor	field	mipLevelCount		非直接接口定义			
webgpu	dictionary	GPUTextureViewDescriptor	field	baseArrayLayer		非直接接口定义			
webgpu	dictionary	GPUTextureViewDescriptor	field	arrayLayerCount		非直接接口定义			
webgpu	dictionary	GPUTextureViewDescriptor	field	swizzle		非直接接口定义			
webgpu	enum	GPUTextureViewDimension				非直接接口定义			
webgpu	enum	GPUTextureAspect				非直接接口定义			
webgpu	enum	GPUTextureFormat				非直接接口定义			
webgpu	interface	GPUExternalTexture			api.GPUExternalTexture	直接命中	1	1	1
webgpu	includes	GPUExternalTexture		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUExternalTextureDescriptor	field	source		非直接接口定义			
webgpu	dictionary	GPUExternalTextureDescriptor	field	colorSpace		非直接接口定义			
webgpu	interface	GPUSampler			api.GPUSampler	直接命中	1	1	1
webgpu	includes	GPUSampler		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUSamplerDescriptor	field	addressModeU		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	addressModeV		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	addressModeW		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	magFilter		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	minFilter		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	mipmapFilter		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	lodMinClamp		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	lodMaxClamp		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	compare		非直接接口定义			
webgpu	dictionary	GPUSamplerDescriptor	field	maxAnisotropy		非直接接口定义			
webgpu	enum	GPUAddressMode				非直接接口定义			
webgpu	enum	GPUFilterMode				非直接接口定义			
webgpu	enum	GPUMipmapFilterMode				非直接接口定义			
webgpu	enum	GPUCompareFunction				非直接接口定义			
webgpu	interface	GPUBindGroupLayout			api.GPUBindGroupLayout	直接命中	1	1	1
webgpu	includes	GPUBindGroupLayout		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUBindGroupLayoutDescriptor	field	entries		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	binding		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	visibility		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	buffer		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	sampler		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	texture		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	storageTexture		非直接接口定义			
webgpu	dictionary	GPUBindGroupLayoutEntry	field	externalTexture		非直接接口定义			
webgpu	typedef	GPUShaderStageFlags				非直接接口定义			
webgpu	namespace	GPUShaderStage	const	VERTEX	api.GPUShaderStage.VERTEX	BCD无同名路径			
webgpu	namespace	GPUShaderStage	const	FRAGMENT	api.GPUShaderStage.FRAGMENT	BCD无同名路径			
webgpu	namespace	GPUShaderStage	const	COMPUTE	api.GPUShaderStage.COMPUTE	BCD无同名路径			
webgpu	enum	GPUBufferBindingType				非直接接口定义			
webgpu	dictionary	GPUBufferBindingLayout	field	type		非直接接口定义			
webgpu	dictionary	GPUBufferBindingLayout	field	hasDynamicOffset		非直接接口定义			
webgpu	dictionary	GPUBufferBindingLayout	field	minBindingSize		非直接接口定义			
webgpu	enum	GPUSamplerBindingType				非直接接口定义			
webgpu	dictionary	GPUSamplerBindingLayout	field	type		非直接接口定义			
webgpu	enum	GPUTextureSampleType				非直接接口定义			
webgpu	dictionary	GPUTextureBindingLayout	field	sampleType		非直接接口定义			
webgpu	dictionary	GPUTextureBindingLayout	field	viewDimension		非直接接口定义			
webgpu	dictionary	GPUTextureBindingLayout	field	multisampled		非直接接口定义			
webgpu	enum	GPUStorageTextureAccess				非直接接口定义			
webgpu	dictionary	GPUStorageTextureBindingLayout	field	access		非直接接口定义			
webgpu	dictionary	GPUStorageTextureBindingLayout	field	format		非直接接口定义			
webgpu	dictionary	GPUStorageTextureBindingLayout	field	viewDimension		非直接接口定义			
webgpu	dictionary	GPUExternalTextureBindingLayout				非直接接口定义			
webgpu	interface	GPUBindGroup			api.GPUBindGroup	直接命中	1	1	1
webgpu	includes	GPUBindGroup		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUBindGroupDescriptor	field	layout		非直接接口定义			
webgpu	dictionary	GPUBindGroupDescriptor	field	entries		非直接接口定义			
webgpu	typedef	GPUBindingResource				非直接接口定义			
webgpu	dictionary	GPUBindGroupEntry	field	binding		非直接接口定义			
webgpu	dictionary	GPUBindGroupEntry	field	resource		非直接接口定义			
webgpu	dictionary	GPUBufferBinding	field	buffer		非直接接口定义			
webgpu	dictionary	GPUBufferBinding	field	offset		非直接接口定义			
webgpu	dictionary	GPUBufferBinding	field	size		非直接接口定义			
webgpu	interface	GPUPipelineLayout			api.GPUPipelineLayout	直接命中	1	1	1
webgpu	includes	GPUPipelineLayout		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUPipelineLayoutDescriptor	field	bindGroupLayouts		非直接接口定义			
webgpu	dictionary	GPUPipelineLayoutDescriptor	field	immediateSize		非直接接口定义			
webgpu	interface	GPUShaderModule	operation	getCompilationInfo	api.GPUShaderModule.getCompilationInfo	直接命中	1	1	1
webgpu	includes	GPUShaderModule		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUShaderModuleDescriptor	field	code		非直接接口定义			
webgpu	dictionary	GPUShaderModuleDescriptor	field	compilationHints		非直接接口定义			
webgpu	dictionary	GPUShaderModuleCompilationHint	field	entryPoint		非直接接口定义			
webgpu	dictionary	GPUShaderModuleCompilationHint	field	layout		非直接接口定义			
webgpu	enum	GPUCompilationMessageType				非直接接口定义			
webgpu	interface	GPUCompilationMessage	attribute	message	api.GPUCompilationMessage.message	直接命中	1	1	1
webgpu	interface	GPUCompilationMessage	attribute	type	api.GPUCompilationMessage.type	直接命中	1	1	1
webgpu	interface	GPUCompilationMessage	attribute	lineNum	api.GPUCompilationMessage.lineNum	直接命中	1	1	1
webgpu	interface	GPUCompilationMessage	attribute	linePos	api.GPUCompilationMessage.linePos	直接命中	1	1	1
webgpu	interface	GPUCompilationMessage	attribute	offset	api.GPUCompilationMessage.offset	直接命中	1	1	1
webgpu	interface	GPUCompilationMessage	attribute	length	api.GPUCompilationMessage.length	直接命中	1	1	1
webgpu	interface	GPUCompilationInfo	attribute	messages	api.GPUCompilationInfo.messages	直接命中	1	1	1
webgpu	interface	GPUPipelineError	constructor	constructor	api.GPUPipelineError.GPUPipelineError	直接命中	1	1	1
webgpu	interface	GPUPipelineError	attribute	reason	api.GPUPipelineError.reason	直接命中	1	1	1
webgpu	dictionary	GPUPipelineErrorInit	field	reason		非直接接口定义			
webgpu	enum	GPUPipelineErrorReason				非直接接口定义			
webgpu	enum	GPUAutoLayoutMode				非直接接口定义			
webgpu	dictionary	GPUPipelineDescriptorBase	field	layout		非直接接口定义			
webgpu	interface mixin	GPUPipelineBase	operation	getBindGroupLayout		mixin待展开			
webgpu	dictionary	GPUProgrammableStage	field	module		非直接接口定义			
webgpu	dictionary	GPUProgrammableStage	field	entryPoint		非直接接口定义			
webgpu	dictionary	GPUProgrammableStage	field	constants		非直接接口定义			
webgpu	typedef	GPUPipelineConstantValue				非直接接口定义			
webgpu	interface	GPUComputePipeline			api.GPUComputePipeline	直接命中	1	1	1
webgpu	includes	GPUComputePipeline		GPUObjectBase		包含关系待展开			
webgpu	includes	GPUComputePipeline		GPUPipelineBase		包含关系待展开			
webgpu	dictionary	GPUComputePipelineDescriptor	field	compute		非直接接口定义			
webgpu	interface	GPURenderPipeline			api.GPURenderPipeline	直接命中	1	1	1
webgpu	includes	GPURenderPipeline		GPUObjectBase		包含关系待展开			
webgpu	includes	GPURenderPipeline		GPUPipelineBase		包含关系待展开			
webgpu	dictionary	GPURenderPipelineDescriptor	field	vertex		非直接接口定义			
webgpu	dictionary	GPURenderPipelineDescriptor	field	primitive		非直接接口定义			
webgpu	dictionary	GPURenderPipelineDescriptor	field	depthStencil		非直接接口定义			
webgpu	dictionary	GPURenderPipelineDescriptor	field	multisample		非直接接口定义			
webgpu	dictionary	GPURenderPipelineDescriptor	field	fragment		非直接接口定义			
webgpu	dictionary	GPUPrimitiveState	field	topology		非直接接口定义			
webgpu	dictionary	GPUPrimitiveState	field	stripIndexFormat		非直接接口定义			
webgpu	dictionary	GPUPrimitiveState	field	frontFace		非直接接口定义			
webgpu	dictionary	GPUPrimitiveState	field	cullMode		非直接接口定义			
webgpu	dictionary	GPUPrimitiveState	field	unclippedDepth		非直接接口定义			
webgpu	enum	GPUPrimitiveTopology				非直接接口定义			
webgpu	enum	GPUFrontFace				非直接接口定义			
webgpu	enum	GPUCullMode				非直接接口定义			
webgpu	dictionary	GPUMultisampleState	field	count		非直接接口定义			
webgpu	dictionary	GPUMultisampleState	field	mask		非直接接口定义			
webgpu	dictionary	GPUMultisampleState	field	alphaToCoverageEnabled		非直接接口定义			
webgpu	dictionary	GPUFragmentState	field	targets		非直接接口定义			
webgpu	dictionary	GPUColorTargetState	field	format		非直接接口定义			
webgpu	dictionary	GPUColorTargetState	field	blend		非直接接口定义			
webgpu	dictionary	GPUColorTargetState	field	writeMask		非直接接口定义			
webgpu	dictionary	GPUBlendState	field	color		非直接接口定义			
webgpu	dictionary	GPUBlendState	field	alpha		非直接接口定义			
webgpu	typedef	GPUColorWriteFlags				非直接接口定义			
webgpu	namespace	GPUColorWrite	const	RED	api.GPUColorWrite.RED	BCD无同名路径			
webgpu	namespace	GPUColorWrite	const	GREEN	api.GPUColorWrite.GREEN	BCD无同名路径			
webgpu	namespace	GPUColorWrite	const	BLUE	api.GPUColorWrite.BLUE	BCD无同名路径			
webgpu	namespace	GPUColorWrite	const	ALPHA	api.GPUColorWrite.ALPHA	BCD无同名路径			
webgpu	namespace	GPUColorWrite	const	ALL	api.GPUColorWrite.ALL	BCD无同名路径			
webgpu	dictionary	GPUBlendComponent	field	operation		非直接接口定义			
webgpu	dictionary	GPUBlendComponent	field	srcFactor		非直接接口定义			
webgpu	dictionary	GPUBlendComponent	field	dstFactor		非直接接口定义			
webgpu	enum	GPUBlendFactor				非直接接口定义			
webgpu	enum	GPUBlendOperation				非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	format		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	depthWriteEnabled		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	depthCompare		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	stencilFront		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	stencilBack		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	stencilReadMask		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	stencilWriteMask		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	depthBias		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	depthBiasSlopeScale		非直接接口定义			
webgpu	dictionary	GPUDepthStencilState	field	depthBiasClamp		非直接接口定义			
webgpu	dictionary	GPUStencilFaceState	field	compare		非直接接口定义			
webgpu	dictionary	GPUStencilFaceState	field	failOp		非直接接口定义			
webgpu	dictionary	GPUStencilFaceState	field	depthFailOp		非直接接口定义			
webgpu	dictionary	GPUStencilFaceState	field	passOp		非直接接口定义			
webgpu	enum	GPUStencilOperation				非直接接口定义			
webgpu	enum	GPUIndexFormat				非直接接口定义			
webgpu	enum	GPUVertexFormat				非直接接口定义			
webgpu	enum	GPUVertexStepMode				非直接接口定义			
webgpu	dictionary	GPUVertexState	field	buffers		非直接接口定义			
webgpu	dictionary	GPUVertexBufferLayout	field	arrayStride		非直接接口定义			
webgpu	dictionary	GPUVertexBufferLayout	field	stepMode		非直接接口定义			
webgpu	dictionary	GPUVertexBufferLayout	field	attributes		非直接接口定义			
webgpu	dictionary	GPUVertexAttribute	field	format		非直接接口定义			
webgpu	dictionary	GPUVertexAttribute	field	offset		非直接接口定义			
webgpu	dictionary	GPUVertexAttribute	field	shaderLocation		非直接接口定义			
webgpu	dictionary	GPUTexelCopyBufferLayout	field	offset		非直接接口定义			
webgpu	dictionary	GPUTexelCopyBufferLayout	field	bytesPerRow		非直接接口定义			
webgpu	dictionary	GPUTexelCopyBufferLayout	field	rowsPerImage		非直接接口定义			
webgpu	dictionary	GPUTexelCopyBufferInfo	field	buffer		非直接接口定义			
webgpu	dictionary	GPUTexelCopyTextureInfo	field	texture		非直接接口定义			
webgpu	dictionary	GPUTexelCopyTextureInfo	field	mipLevel		非直接接口定义			
webgpu	dictionary	GPUTexelCopyTextureInfo	field	origin		非直接接口定义			
webgpu	dictionary	GPUTexelCopyTextureInfo	field	aspect		非直接接口定义			
webgpu	dictionary	GPUCopyExternalImageDestInfo	field	colorSpace		非直接接口定义			
webgpu	dictionary	GPUCopyExternalImageDestInfo	field	premultipliedAlpha		非直接接口定义			
webgpu	typedef	GPUCopyExternalImageSource				非直接接口定义			
webgpu	dictionary	GPUCopyExternalImageSourceInfo	field	source		非直接接口定义			
webgpu	dictionary	GPUCopyExternalImageSourceInfo	field	origin		非直接接口定义			
webgpu	dictionary	GPUCopyExternalImageSourceInfo	field	flipY		非直接接口定义			
webgpu	interface	GPUCommandBuffer			api.GPUCommandBuffer	直接命中	1	1	1
webgpu	includes	GPUCommandBuffer		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUCommandBufferDescriptor				非直接接口定义			
webgpu	interface mixin	GPUCommandsMixin				mixin待展开			
webgpu	interface	GPUCommandEncoder	operation	beginRenderPass	api.GPUCommandEncoder.beginRenderPass	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	beginComputePass	api.GPUCommandEncoder.beginComputePass	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	copyBufferToBuffer	api.GPUCommandEncoder.copyBufferToBuffer	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	copyBufferToBuffer	api.GPUCommandEncoder.copyBufferToBuffer	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	copyBufferToTexture	api.GPUCommandEncoder.copyBufferToTexture	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	copyTextureToBuffer	api.GPUCommandEncoder.copyTextureToBuffer	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	copyTextureToTexture	api.GPUCommandEncoder.copyTextureToTexture	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	clearBuffer	api.GPUCommandEncoder.clearBuffer	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	resolveQuerySet	api.GPUCommandEncoder.resolveQuerySet	直接命中	1	1	1
webgpu	interface	GPUCommandEncoder	operation	finish	api.GPUCommandEncoder.finish	直接命中	1	1	1
webgpu	includes	GPUCommandEncoder		GPUObjectBase		包含关系待展开			
webgpu	includes	GPUCommandEncoder		GPUCommandsMixin		包含关系待展开			
webgpu	includes	GPUCommandEncoder		GPUDebugCommandsMixin		包含关系待展开			
webgpu	dictionary	GPUCommandEncoderDescriptor				非直接接口定义			
webgpu	interface mixin	GPUBindingCommandsMixin	operation	setBindGroup		mixin待展开			
webgpu	interface mixin	GPUBindingCommandsMixin	operation	setBindGroup		mixin待展开			
webgpu	interface mixin	GPUBindingCommandsMixin	operation	setImmediates		mixin待展开			
webgpu	interface mixin	GPUDebugCommandsMixin	operation	pushDebugGroup		mixin待展开			
webgpu	interface mixin	GPUDebugCommandsMixin	operation	popDebugGroup		mixin待展开			
webgpu	interface mixin	GPUDebugCommandsMixin	operation	insertDebugMarker		mixin待展开			
webgpu	interface	GPUComputePassEncoder	operation	setPipeline	api.GPUComputePassEncoder.setPipeline	直接命中	1	1	1
webgpu	interface	GPUComputePassEncoder	operation	dispatchWorkgroups	api.GPUComputePassEncoder.dispatchWorkgroups	直接命中	1	1	1
webgpu	interface	GPUComputePassEncoder	operation	dispatchWorkgroupsIndirect	api.GPUComputePassEncoder.dispatchWorkgroupsIndirect	直接命中	1	1	1
webgpu	interface	GPUComputePassEncoder	operation	end	api.GPUComputePassEncoder.end	直接命中	1	1	1
webgpu	includes	GPUComputePassEncoder		GPUObjectBase		包含关系待展开			
webgpu	includes	GPUComputePassEncoder		GPUCommandsMixin		包含关系待展开			
webgpu	includes	GPUComputePassEncoder		GPUDebugCommandsMixin		包含关系待展开			
webgpu	includes	GPUComputePassEncoder		GPUBindingCommandsMixin		包含关系待展开			
webgpu	dictionary	GPUComputePassTimestampWrites	field	querySet		非直接接口定义			
webgpu	dictionary	GPUComputePassTimestampWrites	field	beginningOfPassWriteIndex		非直接接口定义			
webgpu	dictionary	GPUComputePassTimestampWrites	field	endOfPassWriteIndex		非直接接口定义			
webgpu	dictionary	GPUComputePassDescriptor	field	timestampWrites		非直接接口定义			
webgpu	interface	GPURenderPassEncoder	operation	setViewport	api.GPURenderPassEncoder.setViewport	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	setScissorRect	api.GPURenderPassEncoder.setScissorRect	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	setBlendConstant	api.GPURenderPassEncoder.setBlendConstant	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	setStencilReference	api.GPURenderPassEncoder.setStencilReference	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	beginOcclusionQuery	api.GPURenderPassEncoder.beginOcclusionQuery	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	endOcclusionQuery	api.GPURenderPassEncoder.endOcclusionQuery	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	executeBundles	api.GPURenderPassEncoder.executeBundles	直接命中	1	1	1
webgpu	interface	GPURenderPassEncoder	operation	end	api.GPURenderPassEncoder.end	直接命中	1	1	1
webgpu	includes	GPURenderPassEncoder		GPUObjectBase		包含关系待展开			
webgpu	includes	GPURenderPassEncoder		GPUCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderPassEncoder		GPUDebugCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderPassEncoder		GPUBindingCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderPassEncoder		GPURenderCommandsMixin		包含关系待展开			
webgpu	dictionary	GPURenderPassTimestampWrites	field	querySet		非直接接口定义			
webgpu	dictionary	GPURenderPassTimestampWrites	field	beginningOfPassWriteIndex		非直接接口定义			
webgpu	dictionary	GPURenderPassTimestampWrites	field	endOfPassWriteIndex		非直接接口定义			
webgpu	dictionary	GPURenderPassDescriptor	field	colorAttachments		非直接接口定义			
webgpu	dictionary	GPURenderPassDescriptor	field	depthStencilAttachment		非直接接口定义			
webgpu	dictionary	GPURenderPassDescriptor	field	occlusionQuerySet		非直接接口定义			
webgpu	dictionary	GPURenderPassDescriptor	field	timestampWrites		非直接接口定义			
webgpu	dictionary	GPURenderPassDescriptor	field	maxDrawCount		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	view		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	depthSlice		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	resolveTarget		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	clearValue		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	loadOp		非直接接口定义			
webgpu	dictionary	GPURenderPassColorAttachment	field	storeOp		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	view		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	depthClearValue		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	depthLoadOp		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	depthStoreOp		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	depthReadOnly		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	stencilClearValue		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	stencilLoadOp		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	stencilStoreOp		非直接接口定义			
webgpu	dictionary	GPURenderPassDepthStencilAttachment	field	stencilReadOnly		非直接接口定义			
webgpu	enum	GPULoadOp				非直接接口定义			
webgpu	enum	GPUStoreOp				非直接接口定义			
webgpu	dictionary	GPURenderPassLayout	field	colorFormats		非直接接口定义			
webgpu	dictionary	GPURenderPassLayout	field	depthStencilFormat		非直接接口定义			
webgpu	dictionary	GPURenderPassLayout	field	sampleCount		非直接接口定义			
webgpu	interface mixin	GPURenderCommandsMixin	operation	setPipeline		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	setIndexBuffer		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	setVertexBuffer		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	draw		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	drawIndexed		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	drawIndirect		mixin待展开			
webgpu	interface mixin	GPURenderCommandsMixin	operation	drawIndexedIndirect		mixin待展开			
webgpu	interface	GPURenderBundle			api.GPURenderBundle	直接命中	1	1	1
webgpu	includes	GPURenderBundle		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPURenderBundleDescriptor				非直接接口定义			
webgpu	interface	GPURenderBundleEncoder	operation	finish	api.GPURenderBundleEncoder.finish	直接命中	1	1	1
webgpu	includes	GPURenderBundleEncoder		GPUObjectBase		包含关系待展开			
webgpu	includes	GPURenderBundleEncoder		GPUCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderBundleEncoder		GPUDebugCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderBundleEncoder		GPUBindingCommandsMixin		包含关系待展开			
webgpu	includes	GPURenderBundleEncoder		GPURenderCommandsMixin		包含关系待展开			
webgpu	dictionary	GPURenderBundleEncoderDescriptor	field	depthReadOnly		非直接接口定义			
webgpu	dictionary	GPURenderBundleEncoderDescriptor	field	stencilReadOnly		非直接接口定义			
webgpu	dictionary	GPUQueueDescriptor				非直接接口定义			
webgpu	interface	GPUQueue	operation	submit	api.GPUQueue.submit	直接命中	1	1	1
webgpu	interface	GPUQueue	operation	onSubmittedWorkDone	api.GPUQueue.onSubmittedWorkDone	直接命中	1	1	1
webgpu	interface	GPUQueue	operation	writeBuffer	api.GPUQueue.writeBuffer	直接命中	1	1	1
webgpu	interface	GPUQueue	operation	writeTexture	api.GPUQueue.writeTexture	直接命中	1	1	1
webgpu	interface	GPUQueue	operation	copyExternalImageToTexture	api.GPUQueue.copyExternalImageToTexture	直接命中	1	1	1
webgpu	includes	GPUQueue		GPUObjectBase		包含关系待展开			
webgpu	interface	GPUQuerySet	operation	destroy	api.GPUQuerySet.destroy	直接命中	1	1	1
webgpu	interface	GPUQuerySet	attribute	type	api.GPUQuerySet.type	直接命中	1	1	1
webgpu	interface	GPUQuerySet	attribute	count	api.GPUQuerySet.count	直接命中	1	1	1
webgpu	includes	GPUQuerySet		GPUObjectBase		包含关系待展开			
webgpu	dictionary	GPUQuerySetDescriptor	field	type		非直接接口定义			
webgpu	dictionary	GPUQuerySetDescriptor	field	count		非直接接口定义			
webgpu	enum	GPUQueryType				非直接接口定义			
webgpu	interface	GPUCanvasContext	attribute	canvas	api.GPUCanvasContext.canvas	直接命中	1	1	1
webgpu	interface	GPUCanvasContext	operation	configure	api.GPUCanvasContext.configure	直接命中	1	1	1
webgpu	interface	GPUCanvasContext	operation	unconfigure	api.GPUCanvasContext.unconfigure	直接命中	1	1	1
webgpu	interface	GPUCanvasContext	operation	getConfiguration	api.GPUCanvasContext.getConfiguration	直接命中	1	1	1
webgpu	interface	GPUCanvasContext	operation	getCurrentTexture	api.GPUCanvasContext.getCurrentTexture	直接命中	1	1	1
webgpu	enum	GPUCanvasAlphaMode				非直接接口定义			
webgpu	enum	GPUCanvasToneMappingMode				非直接接口定义			
webgpu	dictionary	GPUCanvasToneMapping	field	mode		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	device		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	format		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	usage		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	viewFormats		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	colorSpace		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	toneMapping		非直接接口定义			
webgpu	dictionary	GPUCanvasConfiguration	field	alphaMode		非直接接口定义			
webgpu	enum	GPUDeviceLostReason				非直接接口定义			
webgpu	interface	GPUDeviceLostInfo	attribute	reason	api.GPUDeviceLostInfo.reason	直接命中	1	1	1
webgpu	interface	GPUDeviceLostInfo	attribute	message	api.GPUDeviceLostInfo.message	直接命中	1	1	1
webgpu	interface	GPUDevice	attribute	lost	api.GPUDevice.lost	直接命中	1	1	1
webgpu	interface	GPUError	attribute	message	api.GPUError.message	直接命中	1	1	0
webgpu	interface	GPUValidationError	constructor	constructor	api.GPUValidationError.GPUValidationError	直接命中	1	1	1
webgpu	interface	GPUOutOfMemoryError	constructor	constructor	api.GPUOutOfMemoryError.GPUOutOfMemoryError	直接命中	1	1	1
webgpu	interface	GPUInternalError	constructor	constructor	api.GPUInternalError.GPUInternalError	直接命中	1	1	1
webgpu	enum	GPUErrorFilter				非直接接口定义			
webgpu	interface	GPUDevice	operation	pushErrorScope	api.GPUDevice.pushErrorScope	直接命中	1	1	1
webgpu	interface	GPUDevice	operation	popErrorScope	api.GPUDevice.popErrorScope	直接命中	1	1	1
webgpu	interface	GPUUncapturedErrorEvent	constructor	constructor	api.GPUUncapturedErrorEvent.GPUUncapturedErrorEvent	直接命中	1	1	1
webgpu	interface	GPUUncapturedErrorEvent	attribute	error	api.GPUUncapturedErrorEvent.error	直接命中	1	1	1
webgpu	dictionary	GPUUncapturedErrorEventInit	field	error		非直接接口定义			
webgpu	interface	GPUDevice	attribute	onuncapturederror	api.GPUDevice.onuncapturederror	BCD无同名路径			
webgpu	typedef	GPUBufferDynamicOffset				非直接接口定义			
webgpu	typedef	GPUStencilValue				非直接接口定义			
webgpu	typedef	GPUSampleMask				非直接接口定义			
webgpu	typedef	GPUDepthBias				非直接接口定义			
webgpu	typedef	GPUSize64				非直接接口定义			
webgpu	typedef	GPUIntegerCoordinate				非直接接口定义			
webgpu	typedef	GPUIndex32				非直接接口定义			
webgpu	typedef	GPUSize32				非直接接口定义			
webgpu	typedef	GPUSignedOffset32				非直接接口定义			
webgpu	typedef	GPUSize64Out				非直接接口定义			
webgpu	typedef	GPUIntegerCoordinateOut				非直接接口定义			
webgpu	typedef	GPUSize32Out				非直接接口定义			
webgpu	typedef	GPUFlagsConstant				非直接接口定义			
webgpu	dictionary	GPUColorDict	field	r		非直接接口定义			
webgpu	dictionary	GPUColorDict	field	g		非直接接口定义			
webgpu	dictionary	GPUColorDict	field	b		非直接接口定义			
webgpu	dictionary	GPUColorDict	field	a		非直接接口定义			
webgpu	typedef	GPUColor				非直接接口定义			
webgpu	dictionary	GPUOrigin2DDict	field	x		非直接接口定义			
webgpu	dictionary	GPUOrigin2DDict	field	y		非直接接口定义			
webgpu	typedef	GPUOrigin2D				非直接接口定义			
webgpu	dictionary	GPUOrigin3DDict	field	x		非直接接口定义			
webgpu	dictionary	GPUOrigin3DDict	field	y		非直接接口定义			
webgpu	dictionary	GPUOrigin3DDict	field	z		非直接接口定义			
webgpu	typedef	GPUOrigin3D				非直接接口定义			
