规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
entries-api	interface	HTMLInputElement	attribute	webkitdirectory	api.HTMLInputElement.webkitdirectory	直接命中	1	1	1
entries-api	interface	HTMLInputElement	attribute	webkitEntries	api.HTMLInputElement.webkitEntries	直接命中	1	1	1
entries-api	interface	DataTransferItem	operation	webkitGetAsEntry	api.DataTransferItem.webkitGetAsEntry	直接命中	1	1	1
entries-api	callback	ErrorCallback				非直接接口定义			
entries-api	interface	FileSystemEntry	attribute	isFile	api.FileSystemEntry.isFile	直接命中	1	1	1
entries-api	interface	FileSystemEntry	attribute	isDirectory	api.FileSystemEntry.isDirectory	直接命中	1	1	1
entries-api	interface	FileSystemEntry	attribute	name	api.FileSystemEntry.name	直接命中	1	1	1
entries-api	interface	FileSystemEntry	attribute	fullPath	api.FileSystemEntry.fullPath	直接命中	1	1	1
entries-api	interface	FileSystemEntry	attribute	filesystem	api.FileSystemEntry.filesystem	直接命中	1	1	1
entries-api	interface	FileSystemEntry	operation	getParent	api.FileSystemEntry.getParent	直接命中	1	1	1
entries-api	interface	FileSystemDirectoryEntry	operation	createReader	api.FileSystemDirectoryEntry.createReader	直接命中	1	1	1
entries-api	interface	FileSystemDirectoryEntry	operation	getFile	api.FileSystemDirectoryEntry.getFile	直接命中	1	1	1
entries-api	interface	FileSystemDirectoryEntry	operation	getDirectory	api.FileSystemDirectoryEntry.getDirectory	直接命中	1	1	1
entries-api	dictionary	FileSystemFlags	field	create		非直接接口定义			
entries-api	dictionary	FileSystemFlags	field	exclusive		非直接接口定义			
entries-api	callback	FileSystemEntryCallback				非直接接口定义			
entries-api	interface	FileSystemDirectoryReader	operation	readEntries	api.FileSystemDirectoryReader.readEntries	直接命中	1	1	1
entries-api	callback	FileSystemEntriesCallback				非直接接口定义			
entries-api	interface	FileSystemFileEntry	operation	file	api.FileSystemFileEntry.file	直接命中	1	1	1
entries-api	callback	FileCallback				非直接接口定义			
entries-api	interface	FileSystem	attribute	name	api.FileSystem.name	直接命中	1	1	1
entries-api	interface	FileSystem	attribute	root	api.FileSystem.root	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	attribute	processingStart	api.PerformanceEventTiming.processingStart	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	attribute	processingEnd	api.PerformanceEventTiming.processingEnd	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	attribute	cancelable	api.PerformanceEventTiming.cancelable	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	attribute	target	api.PerformanceEventTiming.target	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	attribute	targetSelector	api.PerformanceEventTiming.targetSelector	BCD无同名路径			
event-timing	interface	PerformanceEventTiming	attribute	interactionId	api.PerformanceEventTiming.interactionId	直接命中	1	1	1
event-timing	interface	PerformanceEventTiming	operation	toJSON	api.PerformanceEventTiming.toJSON	直接命中	1	1	1
event-timing	interface	EventCounts	maplike	@@maplike	api.EventCounts.@@maplike	BCD无同名路径			
event-timing	interface	Performance	attribute	eventCounts	api.Performance.eventCounts	直接命中	1	1	1
event-timing	interface	Performance	attribute	interactionCount	api.Performance.interactionCount	直接命中	1	1	1
event-timing	dictionary	PerformanceObserverInit	field	durationThreshold		非直接接口定义			
eyedropper-api	dictionary	ColorSelectionResult	field	sRGBHex		非直接接口定义			
eyedropper-api	dictionary	ColorSelectionOptions	field	signal		非直接接口定义			
eyedropper-api	interface	EyeDropper	constructor	constructor	api.EyeDropper.EyeDropper	直接命中	1	0	0
eyedropper-api	interface	EyeDropper	operation	open	api.EyeDropper.open	直接命中	1	0	0
fedcm	dictionary	IdentityCredentialDisconnectOptions	field	accountHint		非直接接口定义			
fedcm	interface	IdentityCredential	operation	disconnect	api.IdentityCredential.disconnect	BCD无同名路径			
fedcm	interface	IdentityCredential	attribute	token	api.IdentityCredential.token	直接命中	1	0	0
fedcm	interface	IdentityCredential	attribute	isAutoSelected	api.IdentityCredential.isAutoSelected	直接命中	1	0	0
fedcm	interface	IdentityCredential	attribute	configURL	api.IdentityCredential.configURL	直接命中	1	0	0
fedcm	dictionary	DisconnectedAccount	field	account_id		非直接接口定义			
fedcm	dictionary	IdentityCredentialErrorInit	field	error		非直接接口定义			
fedcm	dictionary	IdentityCredentialErrorInit	field	url		非直接接口定义			
fedcm	interface	IdentityCredentialError	constructor	constructor	api.IdentityCredentialError.IdentityCredentialError	直接命中	1	0	0
fedcm	interface	IdentityCredentialError	attribute	error	api.IdentityCredentialError.error	直接命中	1	0	0
fedcm	interface	IdentityCredentialError	attribute	url	api.IdentityCredentialError.url	直接命中	1	0	0
fedcm	dictionary	CredentialRequestOptions	field	identity		非直接接口定义			
fedcm	enum	IdentityCredentialRequestOptionsContext				非直接接口定义			
fedcm	enum	IdentityCredentialRequestOptionsMode				非直接接口定义			
fedcm	dictionary	IdentityCredentialRequestOptions	field	providers		非直接接口定义			
fedcm	dictionary	IdentityCredentialRequestOptions	field	context		非直接接口定义			
fedcm	dictionary	IdentityCredentialRequestOptions	field	mode		非直接接口定义			
fedcm	dictionary	IdentityProviderConfig	field	configURL		非直接接口定义			
fedcm	dictionary	IdentityProviderConfig	field	clientId		非直接接口定义			
fedcm	dictionary	IdentityProviderRequestOptions	field	loginHint		非直接接口定义			
fedcm	dictionary	IdentityProviderRequestOptions	field	domainHint		非直接接口定义			
fedcm	dictionary	IdentityProviderRequestOptions	field	fields		非直接接口定义			
fedcm	dictionary	IdentityProviderRequestOptions	field	params		非直接接口定义			
fedcm	dictionary	IdentityProviderWellKnown	field	provider_urls		非直接接口定义			
fedcm	dictionary	IdentityProviderWellKnown	field	accounts_endpoint		非直接接口定义			
fedcm	dictionary	IdentityProviderWellKnown	field	login_url		非直接接口定义			
fedcm	dictionary	IdentityProviderIcon	field	url		非直接接口定义			
fedcm	dictionary	IdentityProviderIcon	field	size		非直接接口定义			
fedcm	dictionary	IdentityProviderBranding	field	background_color		非直接接口定义			
fedcm	dictionary	IdentityProviderBranding	field	color		非直接接口定义			
fedcm	dictionary	IdentityProviderBranding	field	icons		非直接接口定义			
fedcm	dictionary	IdentityProviderBranding	field	name		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	accounts_endpoint		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	client_metadata_endpoint		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	id_assertion_endpoint		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	login_url		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	disconnect_endpoint		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	branding		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	supports_use_other_account		非直接接口定义			
fedcm	dictionary	IdentityProviderAPIConfig	field	account_label		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	id		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	name		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	email		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	tel		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	username		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	given_name		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	picture		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	approved_clients		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	login_hints		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	domain_hints		非直接接口定义			
fedcm	dictionary	IdentityProviderAccount	field	label_hints		非直接接口定义			
fedcm	dictionary	IdentityProviderAccountList	field	accounts		非直接接口定义			
